UMAP_1,UMAP_2,label
-0.841475,6.47366,1
-0.83531594,6.5084486,1
1.5535084,5.7341185,1
-3.5794337,6.0079026,1
-4.01689,5.40399,1
-3.9862533,5.454932,1
-4.0071335,5.592955,1
-3.9896586,5.6715665,1
-3.936841,5.7492943,1
-3.7022138,5.9149466,1
-2.548458,5.9785595,1
-2.3839025,5.9986672,1
-2.3909056,5.9889627,1
-2.3686466,6.044742,1
-2.2991483,6.9217267,1
-1.8651623,7.107213,1
-1.2209635,6.7451916,1
-0.055193413,5.592577,1
-0.07797517,5.4745097,1
0.14309202,5.257723,1
1.3310717,4.560472,1
1.4795341,4.1249723,1
1.4870278,4.031009,1
1.1168218,3.1779423,1
1.0022875,2.8885527,1
0.9198849,2.6330504,1
-0.01826732,2.1363502,1
-3.4587386,2.983972,1
0.23671587,6.717081,1
-0.17630477,6.8953724,1
-3.0290842,5.3218017,1
-3.0457659,5.232077,1
-2.7994888,5.211281,1
-2.0005813,7.7390256,1
-2.0610757,7.7376575,1
-2.0314717,7.738014,1
-1.7710707,7.714205,1
-0.25962964,7.2130084,1
-1.5405071,5.967441,1
-2.9964979,3.5290217,1
-0.9387602,4.0709605,1
-0.8289677,4.1174226,1
0.123245485,5.555152,1
0.14982225,5.7439094,1
0.13940732,5.8011823,1
-2.0776873,6.041919,1
-1.9956576,6.104557,1
-0.14581388,6.204779,1
1.4951651,5.892093,1
1.5924481,5.7105436,1
1.582027,5.7139535,1
-4.7883973,4.174471,1
-4.74925,4.035077,1
-4.7689123,3.7069275,1
0.07051384,1.4304756,1
0.06808196,1.4497038,1
0.0776147,1.4995333,1
0.961705,2.9797566,1
-2.402748,3.9641664,1
-2.5503383,3.9491417,1
-2.5745842,3.9827285,1
-2.5895798,3.9784918,1
-2.5300627,4.047652,1
-0.77677023,4.291545,1
-0.19410932,5.3037143,1
0.006217316,6.6247873,1
-0.03804352,6.8181744,1
-0.03278753,6.91183,1
-3.8622131,6.427167,1
-3.9535744,6.3059793,1
-4.3581724,5.6492796,1
-4.422925,5.573935,1
-4.4106193,5.4730816,1
-4.5163913,3.908172,1
-4.504853,3.796483,1
-4.5287576,3.721555,1
-0.3183014,1.262371,1
-0.47817066,1.188692,1
-0.47899058,1.2050514,1
-1.6814145,4.387649,1
-1.6902333,4.4155016,1
1.3242949,4.66936,1
-1.7670177,2.7157423,1
-1.7620122,2.7277365,1
-0.27847427,6.923168,1
-0.05722235,6.778921,1
0.064973824,6.569734,1
1.4395672,4.177219,1
1.4362599,3.1814475,1
0.98458576,2.6271162,1
0.6373305,2.649116,1
0.61692613,2.653367,1
0.58135647,2.6997318,1
0.51139265,2.7914197,1
-1.174284,3.395545,1
-1.4571785,3.3895419,1
-1.5435512,3.3895946,1
-1.5757099,3.42565,1
-1.5797154,3.440807,1
-2.1233783,5.7959356,1
-2.176691,5.7579536,1
-2.2181523,5.698536,1
-2.3085115,5.8038025,1
-3.656369,6.16998,1
-5.1478767,4.6210723,1
-2.255688,2.2101784,1
0.21464904,1.9992448,1
0.6885901,2.600067,1
0.66444856,2.6168036,1
0.6467341,2.6441128,1
0.58940446,2.7285995,1
0.508232,2.851843,1
-0.013657588,3.4410973,1
-0.14508489,3.6431568,1
-0.71642375,5.8517756,1
-0.79973716,6.0848875,1
-1.0667006,6.4369535,1
-1.3142768,6.706952,1
-2.2956562,7.7050414,1
-2.2379785,7.7606454,1
-0.015128746,7.27228,1
-1.9033554,2.6203573,1
-3.2819996,5.204921,1
-4.805014,3.458973,1
-4.8020177,3.4203825,1
0.09544115,2.4152179,1
0.09585522,2.474345,1
0.097286,2.4972613,1
-1.23955,3.2636344,1
-2.2516787,2.3492603,1
-2.3014078,2.3492258,1
-2.1217387,2.3230627,1
-1.9506259,2.3029194,1
-1.6134359,2.3643324,1
-0.24733096,6.89826,1
-3.6603708,6.609635,1
-3.9411318,6.5021505,1
-2.2109208,5.663443,1
-2.6667216,5.2622924,1
-2.7555516,5.2462635,1
-2.8145666,5.2016234,1
-4.4020624,4.6684732,1
-2.8058739,3.8341064,1
-1.5125523,4.051732,1
-1.6528367,4.236924,1
-1.7148979,4.356507,1
-3.049846,6.3264613,1
-3.2459176,6.5559955,1
-3.2945619,6.538622,1
-3.5328538,4.793125,1
-2.9119077,3.7456949,1
-0.8166726,2.9065616,1
0.11686949,2.666289,1
0.1374097,2.7325103,1
0.18309838,2.9308202,1
-0.7625716,3.9633596,1
-0.5024733,3.8298922,1
1.4388791,4.0664444,1
1.5273473,3.9836602,1
1.6499655,4.0490665,1
1.7881742,4.6111197,1
1.7924725,4.9518766,1
0.9452803,5.652479,1
0.8570286,5.719184,1
-2.2373767,5.630305,1
-2.7810209,5.21961,1
-4.3720007,3.662574,1
-4.3633556,3.7250197,1
-4.3796334,3.846899,1
-4.3489013,3.9856822,1
-4.3834095,3.9530056,1
-4.3853207,3.963903,1
-4.472349,3.9790154,1
-4.9526615,4.299202,1
-5.0069733,4.440686,1
-3.3040612,4.7266703,1
-1.71531,4.2728333,1
-0.22925863,3.2281842,1
1.177133,4.2723927,1
1.1852752,4.3449874,1
-1.7474686,5.8000455,1
-4.26922,4.065771,1
-2.332927,2.2182086,1
-2.2170901,2.2338305,1
-1.9459413,2.382305,1
-1.2397842,3.321703,1
-1.2743505,3.3437018,1
-0.13387966,3.6194203,1
1.0848235,3.4878273,1
1.1818534,3.4920123,1
1.1569105,3.4915173,1
1.1420939,3.4477499,1
1.5804805,3.57685,1
0.047414947,3.2288184,1
-0.7950694,3.054825,1
-1.5988394,3.508866,1
-1.7449896,3.5953872,1
-2.2142673,3.8894503,1
-2.8097131,6.451849,1
-1.232738,6.398424,1
-1.2013041,6.4057975,1
-0.9382199,6.283627,1
-0.8145898,6.153649,1
-0.796734,6.0905595,1
-0.7723337,5.3928657,1
-0.50621015,5.2423224,1
-0.48355678,5.216778,1
-1.6066825,3.3798816,1
-2.9790645,3.669185,1
-3.870915,3.906784,1
-2.3048475,7.6874075,1
-2.246174,7.590951,1
-2.9442484,7.1047516,1
-1.8148531,6.3519917,1
-0.23449154,6.1965284,1
-0.7069606,3.1283228,1
-0.7864028,2.9575539,1
-0.38504803,3.8234448,1
-0.45632324,3.836011,1
-0.5524965,3.874567,1
-0.74868095,3.8420384,1
-1.1724442,3.9591641,1
-2.3473675,4.060459,1
-3.2242405,4.7231674,1
-4.395635,5.1378202,1
-3.5620651,6.650995,1
-2.515744,6.999765,1
-0.9854577,5.359777,1
-0.9069841,5.398224,1
-0.9146064,5.3022428,1
-1.166776,4.633635,1
-0.70605814,4.5311966,1
-0.64790684,4.4223385,1
-0.6655644,4.3483043,1
-0.642534,4.2547507,1
-1.0339473,3.7144551,1
-3.1808472,3.4440877,1
-3.269881,3.4385152,1
-3.216549,3.48717,1
-3.149243,3.5523388,1
-3.1368203,3.5553813,1
-2.9416723,3.712927,1
-0.60011405,4.366937,1
1.322123,4.6876235,1
0.53583026,5.677883,1
-2.3833144,5.7104,1
-3.8365579,5.7869883,1
-3.9089086,5.0036244,1
-4.243298,4.0598955,1
-4.319078,3.9989603,1
-1.1458243,4.458521,1
-0.42806107,4.554623,1
-0.23821817,4.6162815,1
-0.14826642,4.629464,1
-0.08161409,4.610675,1
0.5611371,5.4328103,1
0.56545526,5.4071603,1
0.5779545,5.370179,1
0.57429385,5.392384,1
0.5804432,5.4987984,1
0.01635597,6.476714,1
-0.56483674,7.174718,1
-0.7580851,7.318419,1
-1.1767327,7.4344034,1
-1.2669413,7.379147,1
-1.5225528,6.8255343,1
-1.2451657,6.413053,1
-0.31927934,3.2334945,1
-0.24783564,3.1728554,1
-2.0972643,2.712203,1
-2.3378992,2.4071016,1
-2.4244468,2.4500704,1
-2.5481036,2.5753117,1
-4.4038734,4.3599353,1
-4.4779863,4.4103456,1
-4.5243144,4.4642715,1
-4.5719876,4.4756217,1
-4.6837087,4.3297915,1
-4.7436957,4.017744,1
-4.7844243,3.7137094,1
-0.19022872,2.0317574,1
0.8230397,2.559557,1
0.8952231,2.6208444,1
0.9280176,2.6366682,1
0.54584175,2.480295,1
0.29021728,2.473032,1
-1.7434514,2.7153196,1
-1.7718283,2.7390876,1
-2.2501686,5.9516034,1
-2.2363722,5.9576674,1
-2.2064705,6.0037837,1
-2.074221,5.9957314,1
-0.21667424,6.5790105,1
-0.30020487,7.0599275,1
-0.5653714,7.2150903,1
-0.9803458,5.4654784,1
-1.543443,3.9887006,1
-1.5417448,4.345996,1
-1.2917306,4.4795623,1
-1.1529126,4.5582085,1
-0.79331386,6.421618,1
-0.82057935,6.442296,1
-0.9914964,7.440013,1
-0.97586185,7.6455574,1
-0.5005887,1.17247,1
0.92729497,2.581631,1
0.98034763,2.6244357,1
1.028803,2.6696103,1
1.0184202,2.6981008,1
-0.89415485,2.9413874,1
-4.74573,3.3727434,1
13.7692375,1.6360371,1
13.738732,1.7667766,2
13.202297,1.5171696,2
11.797965,1.4567351,2
11.695958,1.3117396,2
11.653929,1.2467926,2
11.628921,1.1656059,2
11.7498255,1.2469994,2
11.6701,5.037584,2
8.662259,9.908594,2
8.599433,9.8960705,2
8.513414,9.918506,2
8.515662,9.927857,2
12.291526,2.4713452,2
12.26592,2.3440385,2
12.329182,2.2030387,2
12.674212,0.74545187,2
12.781963,0.62182325,2
13.500485,1.7285106,2
13.396394,1.5869865,2
13.322667,1.4559884,2
13.256847,1.4294182,2
11.773984,1.7971517,2
10.077894,2.6831822,2
9.235231,3.399731,2
9.162454,3.4509757,2
12.174804,4.3849664,2
13.661305,5.0125856,2
13.525346,5.3939815,2
12.786548,9.111475,2
11.874353,8.942654,2
11.555709,8.792985,2
10.523908,8.42546,2
11.897289,8.761588,2
11.324721,9.238414,2
7.618383,7.407247,2
7.5741534,7.498852,2
7.551481,7.4867625,2
7.523196,7.5141063,2
13.453182,1.6911465,2
13.570304,1.435912,2
13.640921,1.4817877,2
13.737103,1.7315123,2
13.815799,2.4075592,2
13.819499,2.7059376,2
13.700677,4.779695,2
13.460563,8.732469,2
12.758957,9.547646,2
11.975671,2.012458,2
11.919911,1.8056405,2
8.405318,5.8772693,2
8.050338,7.1434784,2
11.463009,3.775995,2
11.491043,2.0420241,2
9.597491,5.154162,2
9.422331,5.236135,2
8.781652,6.080032,2
7.063888,7.350947,2
8.175778,9.697208,2
8.231513,9.774881,2
8.295186,9.82558,2
8.370117,9.86156,2
8.466086,9.895225,2
8.142643,7.3356504,2
7.300879,4.9720817,2
7.265645,5.2229447,2
7.259253,8.084492,2
7.386167,8.130638,2
12.878632,9.117965,2
13.382281,5.451502,2
9.811029,2.816304,2
9.402011,3.1772745,2
8.285858,5.6254463,2
8.105828,6.0785465,2
7.8534064,6.5981092,2
7.4737396,7.189542,2
7.206969,7.530595,2
7.2194986,7.574637,2
7.32708,7.607609,2
7.337701,7.613618,2
7.382655,7.6525874,2
7.4356813,7.730836,2
8.384202,6.027579,2
9.66963,4.934144,2
10.862879,1.4231817,2
10.704789,2.4021924,2
8.355481,5.5431585,2
8.221,5.4802265,2
8.021622,5.1787753,2
11.795744,4.027408,2
12.134248,4.167973,2
12.316024,4.232695,2
12.452148,4.324922,2
12.663075,4.479061,2
12.869973,4.6237764,2
12.864427,4.5132346,2
12.057449,1.8386046,2
10.755261,1.3692107,2
11.708558,1.3285127,2
11.960786,4.599927,2
10.581294,6.619741,2
8.134198,9.603632,2
8.118541,9.624444,2
8.147559,9.659109,2
8.410668,8.7894335,2
9.138677,7.480058,2
9.554253,7.0998564,2
10.633563,7.0500994,2
12.372459,1.2926112,2
12.340231,1.0668505,2
13.538747,1.6708053,2
13.69044,1.6269299,2
12.795932,1.9252486,2
12.856348,2.3695574,2
10.746803,6.5924172,2
10.702044,6.919316,2
10.017266,9.434167,2
7.977471,8.95646,2
7.9352293,8.859852,2
7.7187366,8.641526,2
7.869947,8.8351145,2
9.425404,9.210744,2
9.85202,9.399366,2
11.072887,8.932005,2
11.395517,8.734674,2
11.785619,8.63892,2
13.231681,5.227541,2
12.881843,4.5218186,2
12.903875,4.493292,2
13.629035,4.651832,2
13.62594,4.688177,2
13.155516,3.4731843,2
13.342404,2.848617,2
13.521925,1.3518858,2
13.236333,2.8237813,2
9.870296,8.263471,2
11.695401,5.048469,2
13.11645,2.5076423,2
13.092345,2.5581138,2
13.080182,2.6904552,2
12.5414095,4.49736,2
13.175965,9.341063,2
12.92779,9.478293,2
12.744512,9.6761,2
13.116206,3.6835084,2
12.757058,1.0229053,2
12.577936,1.1202161,2
12.5578575,1.1330336,2
12.292949,1.3024431,2
9.752947,5.368575,2
8.202622,9.633455,2
8.281807,9.722661,2
8.463558,9.869105,2
8.184659,9.633677,2
7.8605957,6.992555,2
7.831405,6.6859713,2
8.386507,5.279754,2
8.645843,4.593309,2
9.677727,2.725817,2
9.801889,2.6670854,2
10.014113,2.6784134,2
11.563628,4.0886292,2
12.20364,5.0595684,2
10.648102,2.89588,2
9.71577,6.447241,2
8.524437,6.9611306,2
8.071419,7.2276125,2
9.696088,4.882908,2
12.764261,0.6452838,2
12.821306,0.5878385,2
12.814822,0.5750107,2
12.845065,0.5697668,2
12.816158,0.53946495,2
10.806622,3.2049265,2
10.131236,6.6112766,2
10.849535,9.818815,2
12.375522,9.686138,2
13.379726,4.406274,2
13.408981,4.378809,2
13.404553,5.604748,2
13.413949,5.051769,2
13.087835,3.3823323,2
12.039997,4.4883823,2
8.216061,6.8598075,2
7.4388537,7.4981914,2
7.4490705,7.529195,2
8.266142,7.810102,2
9.04071,7.4337106,2
10.56759,6.990335,2
10.630716,6.89403,2
10.625102,6.821131,2
10.654467,6.835588,2
8.505483,8.916124,2
8.447367,8.826953,2
7.665472,5.907741,2
9.588199,3.9392366,2
11.723234,2.1050677,2
12.879572,1.5482838,2
12.209553,0.60239255,2
11.898309,0.568298,2
10.233226,0.997655,2
10.221436,1.0286701,2
10.241048,0.9899964,2
10.2895975,0.98457086,2
10.257655,0.9791215,2
9.977895,1.3029969,2
9.981192,1.3112907,2
10.027523,1.3186074,2
11.626384,1.1404419,2
12.998939,1.039693,2
12.9866,1.0056934,2
12.92571,1.0108786,2
